,coef,se,t,p,R2,R2_adj,AIC
(Intercept),8.040752883258596,0.1657942924214827,48.49836967135981,0.0,0.0022466479881093626,-0.0065830276934117915,445.76541037580716
is_super,-0.23968983461024948,0.4751759786019182,-0.5044232987439191,0.6149461366486908,0.0022466479881093626,-0.0065830276934117915,445.76541037580716
