,coef,se,t,p,R2,R2_adj,AIC
(Intercept),9.465633366440775,0.39633520256546995,23.88289837786277,0.0,0.2417883660187734,0.2142170338740016,420.1929013992345
crit_index,14.37644985530502,6.277806451371165,2.290043499535573,0.023926117086772836,0.2417883660187734,0.2142170338740016,420.1929013992345
log_freq_cn,-1.143917383060998,0.21119250504015932,-5.416467704871802,3.61262202375201e-07,0.2417883660187734,0.2142170338740016,420.1929013992345
is_super,0.475436367102847,0.7298389497670685,0.6514264102437732,0.5161299198315421,0.2417883660187734,0.2142170338740016,420.1929013992345
crit_x_super,-16.91545309821154,10.192454078840115,-1.6596055245741654,0.09984224723305446,0.2417883660187734,0.2142170338740016,420.1929013992345
