,coef,se,t,p,R2,R2_adj,AIC
(Intercept),9.67682840061363,0.37830425354645886,25.579486114409328,0.0,0.2228034879755575,0.20179817683976176,421.0369298802095
crit_index,7.9914475830085205,4.999806092508641,1.598351503067758,0.11280757951832987,0.2228034879755575,0.20179817683976176,421.0369298802095
log_freq_cn,-1.1700493157933596,0.2122624251852371,-5.512277148309605,2.3286679340372984e-07,0.2228034879755575,0.20179817683976176,421.0369298802095
is_super,-0.44437988732332134,0.4785905639344393,-0.928517862262315,0.35515374333922867,0.2228034879755575,0.20179817683976176,421.0369298802095
